title,movieId,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,plot_keywords,movie_imdb_link
Unknown,51037,Jaume Collet-Serra,Frank Langella,Action|Mystery|Thriller,Liam Neeson,Unknown ,Aidan Quinn,agriculture|airport|amnesia|nurse|scientist,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1
Unknown,51037,Jaume Collet-Serra,Frank Langella,Action|Mystery|Thriller,Liam Neeson,Unknown ,Aidan Quinn,agriculture|airport|amnesia|nurse|scientist,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1
Unknown,84601,Jaume Collet-Serra,Frank Langella,Action|Mystery|Thriller,Liam Neeson,Unknown ,Aidan Quinn,agriculture|airport|amnesia|nurse|scientist,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1
Unknown,84601,Jaume Collet-Serra,Frank Langella,Action|Mystery|Thriller,Liam Neeson,Unknown ,Aidan Quinn,agriculture|airport|amnesia|nurse|scientist,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1
Shutter Island,74458,Martin Scorsese,Joseph Sikora,Mystery|Thriller,Leonardo DiCaprio,Shutter Island ,Nellie Sciutto,female prisoner|plot twist|self delusion|surprise ending|year 1954,http://www.imdb.com/title/tt1130884/?ref_=fn_tt_tt_1
Don McKay,76729,Jake Goldberger,M. Emmet Walsh,Drama|Mystery|Thriller,Pruitt Taylor Vince,Don McKay ,Robert Wahlberg,dead body|dead body in a freezer|dead body wrapped in carpet|person in a car trunk|school janitor,http://www.imdb.com/title/tt1281374/?ref_=fn_tt_tt_1
Lake Mungo,80844,Joel Anderson,Rosie Traynor,Drama|Horror|Mystery|Thriller,Talia Zucker,Lake Mungo ,Martin Sharpe,ghost|lake|parapsychologist|psychic|secret,http://www.imdb.com/title/tt0816556/?ref_=fn_tt_tt_1
All Good Things,82378,Andrew Jarecki,Kirsten Dunst,Crime|Drama|Mystery|Romance|Thriller,Ryan Gosling,All Good Things ,Frank Langella,family business|friend|murder|new york city|trial,http://www.imdb.com/title/tt1175709/?ref_=fn_tt_tt_1
Dream House,90578,Jim Sheridan,Gregory Smith,Drama|Mystery|Thriller,Naomi Watts,Dream House ,Sarah Gadon,closet|father daughter relationship|psychiatric hospital|real life sisters playing sisters|train,http://www.imdb.com/title/tt1462041/?ref_=fn_tt_tt_1
Dream House,185063,Jim Sheridan,Gregory Smith,Drama|Mystery|Thriller,Naomi Watts,Dream House ,Sarah Gadon,closet|father daughter relationship|psychiatric hospital|real life sisters playing sisters|train,http://www.imdb.com/title/tt1462041/?ref_=fn_tt_tt_1
Red Lights,96857,Rodrigo Cortés,Toby Jones,Drama|Horror|Mystery|Thriller,Robert De Niro,Red Lights ,Craig Roberts,fraud|physicist|psychic|skeptic|tailing,http://www.imdb.com/title/tt1748179/?ref_=fn_tt_tt_1
Stoker,101088,Chan-wook Park,Alden Ehrenreich,Drama|Thriller,Mia Wasikowska,Stoker ,Harmony Korine,death|hitchcockian|psychopath|sociopath|vomiting,http://www.imdb.com/title/tt1682180/?ref_=fn_tt_tt_1
Prisoners,104879,Denis Villeneuve,Jake Gyllenhaal,Crime|Drama|Mystery|Thriller,Hugh Jackman,Prisoners ,Dylan Minnette,child abduction|detective|investigation|police|sex offender,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1
Ask Me Anything,119966,Allison Burnett,Gia Mantegna,Drama,Kimberly Williams-Paisley,Ask Me Anything ,Cathryn de Prume,bare breasts|female protagonist,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1
Tangled,138616,Nathan Greno,Donna Murphy,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Brad Garrett,Tangled ,M.C. Gainey,17th century|based on fairy tale|disney|flower|tower,http://www.imdb.com/title/tt0398286/?ref_=fn_tt_tt_1
Tangled,81847,Nathan Greno,Donna Murphy,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Brad Garrett,Tangled ,M.C. Gainey,17th century|based on fairy tale|disney|flower|tower,http://www.imdb.com/title/tt0398286/?ref_=fn_tt_tt_1
Witness,1674,Peter Weir,Viggo Mortensen,Crime|Drama|Romance|Thriller,Harrison Ford,Witness ,Lukas Haas,amish|love|murder|police|train,http://www.imdb.com/title/tt0090329/?ref_=fn_tt_tt_1
Original Sin,4699,Michael Cristofer,Gregory Itzin,Drama|Mystery|Romance|Thriller,Angelina Jolie Pitt,Original Sin ,Jack Thompson,delaware|erotica|money|pursuit|sex scene,http://www.imdb.com/title/tt0218922/?ref_=fn_tt_tt_1
Wicker Park,8836,Paul McGuigan,Christopher Cousins,Drama|Mystery|Romance|Thriller,Jessica Paré,Wicker Park ,Mark Camacho,flashback|flashback within a flashback|multiple perspectives|obsession|split screen,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1
Wicker Park,8836,Paul McGuigan,Christopher Cousins,Drama|Mystery|Romance|Thriller,Jessica Paré,Wicker Park ,Mark Camacho,flashback|flashback within a flashback|multiple perspectives|obsession|split screen,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1
Repo! The Genetic Opera,65868,Darren Lynn Bousman,Paris Hilton,Horror|Musical|Sci-Fi,Alexa PenaVega,Repo! The Genetic Opera ,Paul Sorvino,future|murder|opera|repossession|surgery,http://www.imdb.com/title/tt0963194/?ref_=fn_tt_tt_1
Event Horizon,1590,Paul W.S. Anderson,Joely Richardson,Horror|Sci-Fi|Thriller,Sean Pertwee,Event Horizon ,Kathleen Quinlan,solar system|space|spaceship|starship|year 2047,http://www.imdb.com/title/tt0119081/?ref_=fn_tt_tt_1
Pitch Black,3300,David Twohy,Radha Mitchell,Horror|Sci-Fi,Vin Diesel,Pitch Black ,Cole Hauser,captain|darkness|eclipse|space|survival,http://www.imdb.com/title/tt0134847/?ref_=fn_tt_tt_1
Hollow Man,3826,Paul Verhoeven,Kim Dickens,Action|Horror|Sci-Fi|Thriller,Greg Grunberg,Hollow Man ,Joey Slotnick,experiment|research|scientist|suburb|surrealism,http://www.imdb.com/title/tt0164052/?ref_=fn_tt_tt_1
Ghosts of Mars,4735,John Carpenter,Clea DuVall,Action|Horror|Sci-Fi,Jason Statham,Ghosts of Mars ,Natasha Henstridge,head on a stake|machine gun|martian|nuclear reactor|outer space,http://www.imdb.com/title/tt0228333/?ref_=fn_tt_tt_1
Jason X,5323,James Isaac,Kane Hodder,Action|Horror|Sci-Fi|Thriller,Peter Mensah,Jason X ,Lexa Doig,jason voorhees|lake|machete|scientist|slasher,http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1
Stay Alive,44731,William Brent Bell,Frankie Muniz,Horror|Thriller,Adam Goldberg,Stay Alive ,Samaire Armstrong,countess|game reality crossover|ghost|group of friends|tower,http://www.imdb.com/title/tt0441796/?ref_=fn_tt_tt_1
28 Weeks Later,53000,Juan Carlos Fresnadillo,Harold Perrineau,Drama|Horror|Sci-Fi,Jeremy Renner,28 Weeks Later ,Catherine McCormack,paris france|rage|sniper|u.s. army|zombie apocalypse,http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1
Pandorum,71135,Christian Alvart,Dennis Quaid,Action|Horror|Mystery|Sci-Fi|Thriller,Norman Reedus,Pandorum ,Eddie Rouse,future|mission|space|spaceship|survival,http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1
Splice,78266,Vincenzo Natali,David Hewlett,Drama|Horror|Sci-Fi,Sarah Polley,Splice ,Delphine Chanéac,dna|experiment|genetics|interspecies sex|scientist,http://www.imdb.com/title/tt1017460/?ref_=fn_tt_tt_1
Apollo 18,92192,Gonzalo López-Gallego,Ryan Robbins,Horror|Mystery|Sci-Fi|Thriller,Warren Christie,Apollo 18 ,Andrew Airlie,cosmonaut|footprint|found footage|moon|secret mission,http://www.imdb.com/title/tt1772240/?ref_=fn_tt_tt_1
Antiviral,98975,Brandon Cronenberg,Douglas Smith,Horror|Sci-Fi|Thriller,Sarah Gadon,Antiviral ,Caleb Landry Jones,celebrity|injection|near future|scalpel|stabbed in the mouth,http://www.imdb.com/title/tt2099556/?ref_=fn_tt_tt_1
Pulse,128215,Jim Sonzero,Christina Milian,Drama|Horror|Sci-Fi|Thriller,Ian Somerhalder,Pulse ,Rick Gonzalez,cell phone|computer|computer hacker|e mail|technology,http://www.imdb.com/title/tt0454919/?ref_=fn_tt_tt_1
Pulse,43932,Jim Sonzero,Christina Milian,Drama|Horror|Sci-Fi|Thriller,Ian Somerhalder,Pulse ,Rick Gonzalez,cell phone|computer|computer hacker|e mail|technology,http://www.imdb.com/title/tt0454919/?ref_=fn_tt_tt_1
Area 51,141761,Oren Peli,Sandra Staggs,Horror|Sci-Fi|Thriller,Glenn Campbell,Area 51 ,Jelena Nik,alien|alien abduction|conspiracy|secret base|ufo,http://www.imdb.com/title/tt1519461/?ref_=fn_tt_tt_1
Conspiracy Theory,195313,Richard Donner,Alex McArthur,Action|Crime|Mystery|Romance|Thriller,Julia Roberts,Conspiracy Theory ,Michael Potts,conspiracy|fbi|mk ultra|newsletter|taxi,http://www.imdb.com/title/tt0118883/?ref_=fn_tt_tt_1
Conspiracy Theory,1597,Richard Donner,Alex McArthur,Action|Crime|Mystery|Romance|Thriller,Julia Roberts,Conspiracy Theory ,Michael Potts,conspiracy|fbi|mk ultra|newsletter|taxi,http://www.imdb.com/title/tt0118883/?ref_=fn_tt_tt_1
Austin Powers: International Man of Mystery,1517,Jay Roach,Charles Napier,Comedy|Crime,Will Ferrell,Austin Powers: International Man of Mystery ,Robert Wagner,cartoon on tv|reference to frankenstein|reference to jimi hendrix|scene during end credits|surrealism,http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1
Crocodile Dundee II,2471,John Cornell,Linda Kozlowski,Action|Adventure|Comedy,Paul Hogan,Crocodile Dundee II ,John Meillon,australia|australian|crime boss|crocodile|gangster,http://www.imdb.com/title/tt0092493/?ref_=fn_tt_tt_1
Austin Powers: The Spy Who Shagged Me,2683,Jay Roach,Verne Troyer,Action|Adventure|Comedy|Crime,Muse Watson,Austin Powers: The Spy Who Shagged Me ,Robert Wagner,penis joke|phallic image|sexy agent|spy|volcano hideout,http://www.imdb.com/title/tt0145660/?ref_=fn_tt_tt_1
Casino Royale,5796,Martin Campbell,Tobias Menzies,Action|Adventure|Thriller,Eva Green,Casino Royale ,Ivana Milicevic,casino|espionage|free running|james bond|terrorist,http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1
Casino Royale,5796,Martin Campbell,Tobias Menzies,Action|Adventure|Thriller,Eva Green,Casino Royale ,Ivana Milicevic,casino|espionage|free running|james bond|terrorist,http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1
Casino Royale,49272,Martin Campbell,Tobias Menzies,Action|Adventure|Thriller,Eva Green,Casino Royale ,Ivana Milicevic,casino|espionage|free running|james bond|terrorist,http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1
Casino Royale,49272,Martin Campbell,Tobias Menzies,Action|Adventure|Thriller,Eva Green,Casino Royale ,Ivana Milicevic,casino|espionage|free running|james bond|terrorist,http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1
Shanghai Knights,6156,David Dobkin,Anna-Louise Plowman,Action|Adventure|Comedy,Fann Wong,Shanghai Knights ,Georgina Chapman,1880s|arrow|imperial seal|murder|revenge,http://www.imdb.com/title/tt0300471/?ref_=fn_tt_tt_1
Hudson Hawk,7000,Michael Lehmann,James Coburn,Action|Adventure|Comedy,Bruce Willis,Hudson Hawk ,Richard E. Grant,blackmail|burglar|critically bashed|leonardo da vinci|prison,http://www.imdb.com/title/tt0102070/?ref_=fn_tt_tt_1
New York Minute,7453,Dennie Gordon,Bob Saget,Comedy|Crime|Family|Romance,Mary-Kate Olsen,New York Minute ,Riley Smith,dog|new york city|scholarship|senator|twin,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1
Teenage Mutant Ninja Turtles,113348,Jonathan Liebesman,Danny Woodburn,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,Teenage Mutant Ninja Turtles ,Jeremy Howard,18 wheeler|mutant|ninja|sewer|turtle,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1
Teenage Mutant Ninja Turtles,113348,Jonathan Liebesman,Danny Woodburn,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,Teenage Mutant Ninja Turtles ,Jeremy Howard,18 wheeler|mutant|ninja|sewer|turtle,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1
Teenage Mutant Ninja Turtles,3438,Jonathan Liebesman,Danny Woodburn,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,Teenage Mutant Ninja Turtles ,Jeremy Howard,18 wheeler|mutant|ninja|sewer|turtle,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1
Teenage Mutant Ninja Turtles,3438,Jonathan Liebesman,Danny Woodburn,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,Teenage Mutant Ninja Turtles ,Jeremy Howard,18 wheeler|mutant|ninja|sewer|turtle,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1
The Man from U.N.C.L.E.,138036,Guy Ritchie,Elizabeth Debicki,Action|Adventure|Comedy,Henry Cavill,The Man from U.N.C.L.E. ,Christian Berkel,box office flop|cia agent|criminal organization|kgb agent|nuclear bomb,http://www.imdb.com/title/tt1638355/?ref_=fn_tt_tt_1
Teenage Mutant Ninja Turtles: Out of the Shadows,159690,Dave Green,Noel Fisher,Action|Adventure|Comedy|Sci-Fi,Stephen Amell,Teenage Mutant Ninja Turtles: Out of the Shadows ,Brad Garrett,based on comic book|brother brother relationship|rat|sequel|turtle,http://www.imdb.com/title/tt3949660/?ref_=fn_tt_tt_1
Waterworld,208,Kevin Reynolds,Rick Aviles,Action|Adventure|Sci-Fi|Thriller,Jeanne Tripplehorn,Waterworld ,Zakes Mokae,future|sail|sea|smoker|water,http://www.imdb.com/title/tt0114898/?ref_=fn_tt_tt_1
Star Wars: Episode IV - A New Hope,260,George Lucas,Peter Cushing,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,Star Wars: Episode IV - A New Hope ,Kenny Baker,death star|empire|galactic war|princess|rebellion,http://www.imdb.com/title/tt0076759/?ref_=fn_tt_tt_1
Star Wars: Episode V - The Empire Strikes Back,1196,Irvin Kershner,Kenny Baker,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,Star Wars: Episode V - The Empire Strikes Back ,Anthony Daniels,duel|famous twist|rebel|rescue|snowy landscape,http://www.imdb.com/title/tt0080684/?ref_=fn_tt_tt_1
Star Wars: Episode VI - Return of the Jedi,1210,Richard Marquand,Ian McDiarmid,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,Star Wars: Episode VI - Return of the Jedi ,Kenny Baker,death star|emperor|empire|princess|rebel,http://www.imdb.com/title/tt0086190/?ref_=fn_tt_tt_1
Star Trek III: The Search for Spock,1375,Leonard Nimoy,Nichelle Nichols,Action|Adventure|Sci-Fi,Leonard Nimoy,Star Trek III: The Search for Spock ,Walter Koenig,dying planet|planet|regaining one's memory|sacrifice|stabbed to death,http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1
Lost in Space,1831,Stephen Hopkins,William Hurt,Action|Adventure|Family|Sci-Fi|Thriller,Gary Oldman,Lost in Space ,June Lockhart,based on tv series|remake|robot|scientist|spaceship,http://www.imdb.com/title/tt0120738/?ref_=fn_tt_tt_1
Six-String Samurai,2275,Lance Mungia,Stephane Gauger,Action|Adventure|Comedy|Drama|Music|Sci-Fi,Jeffrey Falcon,Six-String Samurai ,Kim De Angelo,boy|guitar|orphan|rock 'n' roll|sword,http://www.imdb.com/title/tt0118736/?ref_=fn_tt_tt_1
Logan's Run,2528,Michael Anderson,Jenny Agutter,Action|Adventure|Sci-Fi,Farrah Fawcett,Logan's Run ,Peter Ustinov,cat|computer|cult film|runner|sanctuary,http://www.imdb.com/title/tt0074812/?ref_=fn_tt_tt_1
Star Wars: Episode I - The Phantom Menace,2628,George Lucas,Liam Neeson,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Star Wars: Episode I - The Phantom Menace ,Ian McDiarmid,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream,http://www.imdb.com/title/tt0120915/?ref_=fn_tt_tt_1
Superman III,2642,Richard Lester,Robert Vaughn,Action|Comedy|Sci-Fi,Margot Kidder,Superman III ,Jackie Cooper,computer|high school|kryptonite|smallville|villain,http://www.imdb.com/title/tt0086393/?ref_=fn_tt_tt_1
Superman IV: The Quest for Peace,2643,Sidney J. Furie,Margot Kidder,Action|Adventure|Family|Sci-Fi,Jim Broadbent,Superman IV: The Quest for Peace ,William Hootkins,box office flop|dc comics|hair|nuclear disarmament|superman,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1
Mad Max,3702,George Miller,Steve Bisley,Action|Adventure|Sci-Fi|Thriller,Hugh Keays-Byrne,Mad Max ,Joanne Samuel,biker|motorcycle|motorcycle gang|post apocalypse|woman wearing only a man's shirt,http://www.imdb.com/title/tt0079501/?ref_=fn_tt_tt_1
Mad Max Beyond Thunderdome,3704,George Miller,Bruce Spence,Action|Adventure|Sci-Fi|Thriller,Tina Turner,Mad Max Beyond Thunderdome ,Angelo Rossitto,arena|desert|fight|mad max|post apocalypse,http://www.imdb.com/title/tt0089530/?ref_=fn_tt_tt_1
X-Men,3793,Bryan Singer,Tyler Mane,Action|Adventure|Sci-Fi,Hugh Jackman,X-Men ,Bruce Davison,first part|mutant|professor|superhero|superhero team,http://www.imdb.com/title/tt0120903/?ref_=fn_tt_tt_1
Flash Gordon,4941,Mike Hodges,William Hootkins,Action|Adventure|Sci-Fi,Brian Blessed,Flash Gordon ,Sam J. Jones,american football|cult film|emperor|flash gordon|mind reading,http://www.imdb.com/title/tt0080745/?ref_=fn_tt_tt_1
Flash Gordon,67869,Mike Hodges,William Hootkins,Action|Adventure|Sci-Fi,Brian Blessed,Flash Gordon ,Sam J. Jones,american football|cult film|emperor|flash gordon|mind reading,http://www.imdb.com/title/tt0080745/?ref_=fn_tt_tt_1
Bulletproof Monk,6294,Paul Hunter,Mako,Action|Comedy|Fantasy,Jaime King,Bulletproof Monk ,Victoria Smurfit,monastery|monk|scroll|tibetan|tibetan monk,http://www.imdb.com/title/tt0245803/?ref_=fn_tt_tt_1
Hulk,6534,Ang Lee,Regi Davis,Action|Sci-Fi,Kevin Rankin,Hulk ,Celia Weston,1980s|c 130 hercules|monster|panzer|san francisco california,http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1
Terminator 3: Rise of the Machines,6537,Jonathan Mostow,M.C. Gainey,Action|Sci-Fi,Nick Stahl,Terminator 3: Rise of the Machines ,Carolyn Hennesy,drifter|exploding truck|future|machine|skynet,http://www.imdb.com/title/tt0181852/?ref_=fn_tt_tt_1
Timeline,6959,Richard Donner,Gerard Butler,Action|Adventure|Sci-Fi,Paul Walker,Timeline ,Ethan Embry,castle|france|professor|student|time machine,http://www.imdb.com/title/tt0300556/?ref_=fn_tt_tt_1
Sky Captain and the World of Tomorrow,8865,Kerry Conran,Laurence Olivier,Action|Adventure|Mystery|Sci-Fi|Thriller,Angelina Jolie Pitt,Sky Captain and the World of Tomorrow ,Bai Ling,captain|pilot|reporter|robot|scientist,http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1
Star Wars: Episode III - Revenge of the Sith,33493,George Lucas,Christopher Lee,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Star Wars: Episode III - Revenge of the Sith ,Hayden Christensen,elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision,http://www.imdb.com/title/tt0121766/?ref_=fn_tt_tt_1
Fantastic Four,34150,Josh Trank,Reg E. Cathey,Action|Adventure|Sci-Fi,Tim Blake Nelson,Fantastic Four ,Tim Heidecker,box office flop|critically bashed|portal|teleportation|troubled production,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1
Fantastic Four,34150,Josh Trank,Reg E. Cathey,Action|Adventure|Sci-Fi,Tim Blake Nelson,Fantastic Four ,Tim Heidecker,box office flop|critically bashed|portal|teleportation|troubled production,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1
Fantastic Four,122902,Josh Trank,Reg E. Cathey,Action|Adventure|Sci-Fi,Tim Blake Nelson,Fantastic Four ,Tim Heidecker,box office flop|critically bashed|portal|teleportation|troubled production,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1
Fantastic Four,122902,Josh Trank,Reg E. Cathey,Action|Adventure|Sci-Fi,Tim Blake Nelson,Fantastic Four ,Tim Heidecker,box office flop|critically bashed|portal|teleportation|troubled production,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1
Outlander,65982,,Graham McTavish,Drama|Romance|Sci-Fi,Tobias Menzies,Outlander             ,Stephen Walters,based on novel|clan|scotland|scottish highlands|year 1743,http://www.imdb.com/title/tt3006802/?ref_=fn_tt_tt_1
Green Lantern,87430,Martin Campbell,Temuera Morrison,Action|Adventure|Sci-Fi,Ryan Reynolds,Green Lantern ,Taika Waititi,autopsy|lantern|planet|ring|test pilot,http://www.imdb.com/title/tt1133985/?ref_=fn_tt_tt_1
X-Men: Days of Future Past,111362,Bryan Singer,Peter Dinklage,Action|Adventure|Fantasy|Sci-Fi|Thriller,Jennifer Lawrence,X-Men: Days of Future Past ,Hugh Jackman,dystopia|super strength|supernatural power|time paradox|time travel,http://www.imdb.com/title/tt1877832/?ref_=fn_tt_tt_1
Transformers: Age of Extinction,112370,Michael Bay,Sophia Myles,Action|Adventure|Sci-Fi,Bingbing Li,Transformers: Age of Extinction ,Kelsey Grammer,blockbuster|bumblebee the character|semi truck and trailer|texas|truck,http://www.imdb.com/title/tt2109248/?ref_=fn_tt_tt_1
Guardians of the Galaxy,112852,James Gunn,Vin Diesel,Action|Adventure|Sci-Fi,Bradley Cooper,Guardians of the Galaxy ,Djimon Hounsou,bounty hunter|outer space|raccoon|talking animal|tree,http://www.imdb.com/title/tt2015381/?ref_=fn_tt_tt_1
Jupiter Ascending,113345,Lana Wachowski,Mila Kunis,Action|Adventure|Sci-Fi,Channing Tatum,Jupiter Ascending ,Eddie Redmayne,box office flop|critically bashed|planet earth|space opera|woman in bra and panties,http://www.imdb.com/title/tt1617661/?ref_=fn_tt_tt_1
Avengers: Age of Ultron,122892,Joss Whedon,Robert Downey Jr.,Action|Adventure|Sci-Fi,Chris Hemsworth,Avengers: Age of Ultron ,Scarlett Johansson,artificial intelligence|based on comic book|captain america|marvel cinematic universe|superhero,http://www.imdb.com/title/tt2395427/?ref_=fn_tt_tt_1
Ant-Man,122900,Peyton Reed,Hayley Atwell,Action|Adventure|Comedy|Sci-Fi,Judy Greer,Ant-Man ,T.I.,ant|chinatown san francisco|heist|sabotage|vault,http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1
Independence Day: Resurgence,135567,Roland Emmerich,Sela Ward,Action|Adventure|Sci-Fi,Vivica A. Fox,Independence Day: Resurgence ,Judd Hirsch,alien|battle|defense|independence day|mothership,http://www.imdb.com/title/tt1628841/?ref_=fn_tt_tt_1
Star Trek Beyond,135569,Justin Lin,Melissa Roxburgh,Action|Adventure|Sci-Fi|Thriller,Sofia Boutella,Star Trek Beyond ,Lydia Wilson,hatred|sequel|space opera|star trek|third part,http://www.imdb.com/title/tt2660888/?ref_=fn_tt_tt_1
Big Hero 6,115617,Don Hall,Daniel Henney,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,Damon Wayans Jr.,Big Hero 6 ,Abraham Benrubi,high tech|martial arts|masked man|robot|superhero,http://www.imdb.com/title/tt2245084/?ref_=fn_tt_tt_1
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3439,Michael Pressman,Paige Turco,Action|Adventure|Comedy|Family|Sci-Fi,Kevin Nash,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,Ernie Reyes Jr.,chop socky|mutant|ninja|shredder|turtle,http://www.imdb.com/title/tt0103060/?ref_=fn_tt_tt_1
Arthur and the Invisibles,50162,Luc Besson,Adam LeFevre,Adventure|Animation|Family|Fantasy,Mia Farrow,Arthur and the Invisibles ,Penny Balfour,boy|debt|garden|princess|treasure,http://www.imdb.com/title/tt0344854/?ref_=fn_tt_tt_1
Need for Speed,109850,Scott Waugh,Dominic Cooper,Action|Crime|Drama|Thriller,Rami Malek,Need for Speed ,Ramon Rodriguez,cross country|custom car|illegal street racing|police officer crushed|street racing,http://www.imdb.com/title/tt2369135/?ref_=fn_tt_tt_1
Ghost Rider,51077,Mark Steven Johnson,Matt Long,Action|Fantasy|Thriller,Nicolas Cage,Ghost Rider ,Peter Fonda,blackheart|devil|father|ghost|mephistopheles,http://www.imdb.com/title/tt0259324/?ref_=fn_tt_tt_1
Drive Angry,84942,Patrick Lussier,Billy Burke,Action|Fantasy|Thriller,Nicolas Cage,Drive Angry ,Katy Mixon,baby|cult|oklahoma|sex scene|waitress,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1
Ghost Rider: Spirit of Vengeance,92938,Mark Neveldine,Spencer Wilding,Action|Fantasy|Thriller,Nicolas Cage,Ghost Rider: Spirit of Vengeance ,Christopher Lambert,deal with the devil|devil|eastern europe|ghost rider|monk,http://www.imdb.com/title/tt1071875/?ref_=fn_tt_tt_1
300,51662,Zack Snyder,Michael Fassbender,Action|Drama|Fantasy|War,Gerard Butler,300 ,Vincent Regan,battle|epic|greece|spartan|warrior,http://www.imdb.com/title/tt0416449/?ref_=fn_tt_tt_1
Escape Plan,105653,Mikael Håfström,50 Cent,Action|Crime|Mystery|Sci-Fi|Thriller,Sylvester Stallone,Escape Plan ,Matt Gerald,cia agent|escape|muslim|prison|ship,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1
Speed,377,Jan de Bont,Alan Ruck,Action|Adventure|Crime|Thriller,Keanu Reeves,Speed ,Joe Morton,bomb|bus|elevator|explosive|rescue,http://www.imdb.com/title/tt0111257/?ref_=fn_tt_tt_1
Speed 2: Cruise Control,1556,Jan de Bont,Temuera Morrison,Action|Crime|Romance|Thriller,Jason Patric,Speed 2: Cruise Control ,Lois Chiles,collision course|computer|cruise|diamonds|ship run aground,http://www.imdb.com/title/tt0120179/?ref_=fn_tt_tt_1
Slow West,133802,John Maclean,Kodi Smit-McPhee,Western,Michael Fassbender,Slow West ,Ben Mendelsohn,american west|bounty hunter|frontier|horse riding|outlaw,http://www.imdb.com/title/tt3205376/?ref_=fn_tt_tt_1
Goosebumps,144620,Rob Letterman,Dylan Minnette,Adventure|Comedy|Family|Fantasy|Horror,Odeya Rush,Goosebumps ,Ken Marino,based on book|blob|ferris wheel|manuscript|monster,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1
Goosebumps,144620,Rob Letterman,Dylan Minnette,Adventure|Comedy|Family|Fantasy|Horror,Odeya Rush,Goosebumps ,Ken Marino,based on book|blob|ferris wheel|manuscript|monster,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1
Barbarella,674,Roger Vadim,David Hemmings,Adventure|Comedy|Fantasy|Sci-Fi,Jane Fonda,Barbarella ,Milo O'Shea,41st century|angel|future|laser gun|space opera,http://www.imdb.com/title/tt0062711/?ref_=fn_tt_tt_1
Back to the Future,1270,Robert Zemeckis,Thomas F. Wilson,Adventure|Comedy|Sci-Fi,Lea Thompson,Back to the Future ,J.J. Cohen,clock tower|delorean|future|time travel|time travel comedy,http://www.imdb.com/title/tt0088763/?ref_=fn_tt_tt_1
